vendor_id,amt,amt_deviation,duplicate_entry,new_vendor,missing_po,entered_after_hrs,manual_entry,unusual_accts,desc_quality,anomalous
V02,159.13,low,no,no,yes,no,no,no,normal,no
V17,437.09,low,no,no,no,no,no,no,low,no
V04,66.21,low,no,no,no,no,no,no,normal,no
V08,142.17,low,no,no,no,yes,no,no,normal,no
V03,14613.86,outlier,no,no,no,yes,no,no,normal,yes
V01,455.53,low,no,no,no,no,no,no,normal,no
V12,190.47,low,no,no,no,no,no,no,normal,no
V10,3874.82,low,yes,no,yes,yes,no,no,normal,yes
V05,171.29,low,no,no,no,no,no,no,normal,no
V18,267.14,low,no,no,yes,no,yes,no,normal,no
V01,2772.33,low,no,no,no,no,no,no,normal,no
V04,150.49,low,no,no,no,no,no,no,normal,no
V02,262.24,low,no,no,no,no,no,no,high,no
V10,9095.34,high,no,no,no,no,no,no,normal,no
V12,12500.00,outlier,no,no,no,no,no,no,normal,no
V02,17124.44,outlier,no,no,no,no,yes,no,low,no
V04,410.46,low,no,no,no,no,no,no,normal,no
V08,6273.46,high,no,yes,no,no,no,yes,high,no
V16,166.35,low,no,no,yes,yes,no,no,low,no
V02,352.45,low,no,yes,no,no,no,no,low,no
V04,230.76,low,no,no,no,no,no,no,normal,no
V05,145.32,low,no,no,no,no,no,no,normal,no
V01,4045.56,low,no,no,no,no,no,no,normal,no
V18,369.06,low,no,no,no,no,yes,no,normal,no
V14,14733.31,outlier,no,no,no,no,no,no,normal,no
V03,299.81,low,no,no,no,no,no,no,normal,no
V03,12500.00,outlier,no,no,no,no,no,no,normal,no
V19,361.81,low,no,no,no,no,no,no,normal,no
V10,515.22,low,no,no,no,no,no,no,normal,no
V03,75.87,low,no,no,no,yes,no,no,normal,no
V18,319.65,low,yes,yes,no,no,no,no,normal,no
V18,138.91,low,no,no,no,no,no,yes,normal,no
V02,4660.62,low,no,no,no,yes,no,no,normal,no
V01,76.03,low,no,no,no,no,no,yes,high,no
V16,202.72,low,no,no,no,no,no,no,high,no
V02,139.84,low,no,no,no,no,yes,no,normal,no
V08,7478.27,high,no,yes,yes,yes,no,no,normal,yes
V09,216.26,low,no,no,no,no,no,no,normal,no
V08,402.29,low,no,no,no,no,no,no,normal,no
V02,59978.61,outlier,no,no,no,yes,no,yes,normal,yes
V05,3434.67,low,no,no,no,no,no,no,normal,no
V08,4071.33,low,no,no,no,no,no,no,normal,no
V08,2329.63,low,no,no,no,no,no,no,normal,no
V04,119.75,low,no,no,no,no,no,no,normal,no
V07,2323.58,low,no,yes,no,no,no,no,normal,no
V05,4124.19,low,no,no,no,no,no,no,high,no
V02,400.41,low,no,no,no,no,no,no,high,no
V04,6955.40,high,no,no,no,no,no,no,high,no
V03,358.23,low,no,no,no,no,no,no,normal,no
V03,4809.63,low,no,no,no,yes,yes,yes,low,yes
V04,21.20,low,no,no,no,yes,yes,no,normal,no
V10,527.90,low,no,no,no,no,no,no,high,no
V03,183.41,low,no,no,no,no,no,no,normal,no
V07,5238.13,high,no,no,no,no,no,no,high,no
V13,250.78,low,no,no,no,yes,no,no,normal,no
V04,2605.84,low,no,yes,no,no,no,no,high,no
V06,408.20,low,no,no,no,no,no,no,low,no
V02,183.07,low,no,no,no,no,yes,no,normal,no
V10,150.84,low,no,no,yes,no,no,no,normal,no
V03,259.78,low,no,no,no,no,no,no,high,no
V04,4763.48,high,no,no,no,no,no,no,normal,no
V08,1882.12,low,no,no,no,yes,yes,yes,normal,yes
V10,4623.38,low,no,no,no,no,no,no,normal,no
V11,325.70,low,yes,no,no,no,yes,no,low,yes
V05,7316.86,high,no,no,no,no,no,no,low,no
V18,208.40,low,no,no,no,no,no,no,high,no
V02,2875.26,low,no,yes,no,no,no,no,normal,yes
V02,30617.13,outlier,no,no,no,no,no,no,normal,no
V10,4033.83,low,no,yes,no,no,no,no,high,no
V09,3489.21,low,no,no,no,no,no,no,normal,no
V03,4192.15,low,no,no,no,no,no,no,normal,no
V07,223.18,low,no,no,no,no,no,no,normal,no
V03,68.04,low,no,no,no,no,no,no,normal,no
V16,9096.36,outlier,no,no,no,no,no,no,low,no
V15,2589.73,low,no,no,no,no,no,no,normal,no
V09,155.94,low,no,no,yes,no,yes,no,normal,no
V17,1946.67,low,no,no,no,no,no,no,normal,no
V03,268.90,low,no,no,no,no,no,no,high,no
V03,86.86,low,no,no,no,no,no,yes,high,no
V04,113.19,low,no,no,no,no,no,no,high,no
V14,4046.76,low,no,no,no,no,no,no,normal,no
V15,3261.19,low,no,no,no,no,no,no,low,no
V05,253.38,low,no,no,no,no,no,no,normal,no
V04,178.49,low,no,no,no,no,no,no,normal,no
V19,142.26,low,no,no,no,no,yes,no,normal,no
V07,8390.62,high,no,no,no,no,no,no,normal,no
V01,3507.48,low,no,no,no,no,no,no,normal,no
V12,275.91,low,no,no,no,no,yes,no,normal,no
V12,1853.67,low,no,no,no,no,no,no,high,no
V13,69.74,low,no,no,no,no,no,no,normal,no
V01,152.46,low,no,no,no,no,no,no,high,no
V08,148.74,low,no,no,no,no,yes,no,high,no
V07,119.04,low,no,no,no,no,no,no,normal,no
V08,89.14,low,no,no,no,no,no,no,normal,no
V02,4753.82,high,no,no,no,no,no,no,high,no
V19,223.86,low,no,no,no,no,no,no,normal,no
V03,3158.36,low,no,no,no,no,no,no,normal,no
V04,626.25,low,no,no,no,no,no,no,normal,no
V05,2677.26,low,no,no,no,no,no,no,normal,no
V01,5335.83,high,no,no,no,no,no,no,normal,no
V02,159.42,low,no,no,no,no,no,no,normal,no
V03,94.86,low,no,no,no,no,no,no,normal,no
V17,69.40,low,no,no,no,no,no,no,high,no
V07,6840.39,high,no,no,no,no,no,no,high,no
V18,164.14,low,no,no,no,no,no,no,normal,no
V02,3773.33,low,no,no,yes,no,no,no,normal,no
V06,4967.41,high,no,no,no,no,no,no,normal,no
V02,184.16,low,no,no,no,yes,yes,no,normal,no
V04,268.92,low,no,no,no,no,no,no,normal,no
V13,165.42,low,no,no,no,no,no,no,normal,no
V08,438.71,low,no,no,no,no,no,no,normal,no
V04,166.37,low,no,no,no,no,no,no,normal,no
V10,8829.17,high,no,no,no,no,no,no,low,no
V01,153.65,low,no,yes,no,no,no,no,high,no
V06,9053.28,outlier,no,yes,no,no,no,yes,high,yes
V09,3392.39,low,no,no,no,no,yes,no,normal,no
V01,142.16,low,no,no,no,no,no,no,normal,no
V16,220.50,low,no,no,no,no,no,no,normal,no
V08,422.51,low,no,no,no,no,no,no,high,no
V04,151.89,low,no,no,no,yes,yes,yes,normal,no
V01,360.46,low,no,no,no,no,no,yes,normal,no
V01,55.00,low,no,no,no,no,no,no,normal,no
V11,318.78,low,no,no,yes,no,no,no,normal,yes
V04,151.32,low,no,no,no,no,no,no,normal,no
V01,8732.26,high,no,no,no,no,no,no,high,no
V02,85.65,low,no,yes,no,no,yes,yes,low,yes
V05,204.42,low,no,no,no,no,no,no,normal,no
V01,690.95,low,no,no,no,no,no,no,normal,no
V05,4956.10,high,no,no,no,no,no,no,low,no
V09,57.01,low,no,no,yes,no,yes,no,normal,no
V04,5078.16,high,no,no,yes,yes,yes,yes,normal,no
V06,183.86,low,no,no,no,yes,yes,no,normal,no
V06,123.54,low,no,no,no,no,no,no,normal,no
V08,390.21,low,no,no,no,no,no,no,high,no
V19,2742.01,low,no,no,no,no,no,no,normal,no
V08,7181.19,high,no,no,no,no,no,no,normal,yes
V12,162.66,low,no,no,no,no,no,no,normal,no
V05,4108.07,low,no,yes,yes,no,no,yes,normal,no
V06,261.65,low,no,no,no,no,no,no,low,no
V02,3984.02,low,no,no,no,no,no,no,high,no
V02,24990.00,outlier,no,no,yes,no,yes,no,normal,yes
V03,93.85,low,no,no,no,no,yes,no,normal,no
V03,26129.39,outlier,no,no,yes,no,no,no,normal,no
V15,176.14,low,no,no,no,no,no,no,normal,no
V07,134.77,low,no,no,no,no,no,no,normal,no
V07,368.85,low,no,no,yes,no,no,no,normal,no
V06,123.91,low,no,no,no,no,no,no,normal,no
V16,111.15,low,no,no,no,no,no,no,normal,no
V09,5500.87,high,no,no,no,no,no,no,normal,no
V09,910.65,low,no,no,no,no,no,no,normal,no
V04,83.00,low,no,no,no,no,no,no,normal,no
V08,5279.16,high,no,no,no,no,no,no,normal,no
V12,130.48,low,no,no,yes,no,yes,no,normal,no
V10,180.84,low,no,no,no,no,no,no,normal,no
V09,157.75,low,yes,no,no,no,yes,yes,normal,no
V06,27175.19,outlier,no,no,no,no,yes,no,normal,no
V05,216.69,low,no,no,yes,yes,yes,no,low,no
V03,76.67,low,no,no,no,no,no,no,high,no
V06,92.47,low,no,no,no,no,no,no,normal,no
V14,3807.70,low,no,no,no,yes,no,no,high,no
V02,514.01,low,no,no,yes,no,yes,yes,low,yes
V05,69.56,low,no,no,no,no,no,no,low,no
V02,217.61,low,no,no,no,no,no,no,normal,no
V04,3353.01,low,no,no,no,no,no,no,normal,no
V13,4640.76,high,no,no,no,no,no,no,normal,no
V07,170.02,low,no,no,no,no,no,no,normal,no
V09,1598.48,low,no,no,no,no,no,no,low,no
V15,2994.80,low,no,no,no,no,no,no,high,no
V05,113.46,low,no,no,no,no,yes,no,high,no
V08,2077.71,low,no,no,no,no,no,no,normal,no
V06,3417.29,low,no,yes,yes,no,yes,no,high,no
V03,3711.83,low,no,no,no,no,no,no,normal,no
V04,216.07,low,no,no,no,no,yes,no,normal,no
V20,128.44,low,no,no,no,yes,no,no,normal,no
V06,400.82,low,no,no,no,no,no,no,normal,no
V07,2724.09,low,yes,yes,yes,no,no,no,normal,no
V09,203.25,low,no,no,yes,no,no,no,normal,no
V02,2302.91,low,no,no,no,no,yes,no,normal,no
V04,180.59,low,no,no,no,no,no,no,normal,no
V08,115.76,low,no,no,no,no,no,no,low,no
V01,67.47,low,no,no,no,no,no,no,normal,no
V17,127.92,low,no,no,no,yes,no,no,normal,no
V15,4916.28,high,no,no,no,no,no,yes,normal,no
V20,1292.14,low,no,no,no,no,no,no,low,no
V11,100.24,low,no,no,yes,no,yes,no,normal,no
V10,493.03,low,no,yes,no,no,no,no,low,no
V14,302.28,low,no,no,no,no,no,no,normal,no
V03,32.74,low,no,no,no,no,no,no,normal,no
V01,620.56,low,no,no,no,no,no,no,normal,no
V18,75.29,low,no,no,no,no,no,no,normal,no
V06,2146.16,low,no,no,no,no,no,no,normal,no
V08,212.81,low,no,no,no,no,no,no,normal,no
V14,4754.41,low,no,no,no,no,no,no,normal,no
V04,215.26,low,no,no,no,no,no,no,normal,no
V03,116.74,low,no,no,yes,no,yes,no,normal,no
V03,7207.71,high,no,no,no,no,no,no,low,no
V16,7112.06,high,no,no,no,no,no,no,normal,no
V02,2040.92,low,no,yes,yes,no,no,no,normal,no
V12,2313.38,low,no,yes,no,no,no,no,normal,no
V04,261.25,low,no,no,no,yes,no,no,normal,no
V12,4877.70,high,no,no,no,no,no,no,normal,no
V10,222.26,low,no,no,no,no,no,no,normal,no
V02,266.04,low,no,no,no,no,no,no,normal,no
V06,7501.42,high,no,no,no,no,no,no,normal,no
V08,290.67,low,no,no,no,no,no,no,low,no
V07,123.32,low,no,no,no,no,no,no,normal,no
V07,133.23,low,no,no,no,no,yes,no,normal,no
V08,221.09,low,no,no,no,no,no,no,normal,no
V19,683.72,low,no,no,no,no,no,no,normal,no
V02,63.74,low,no,no,no,no,no,no,normal,no
V14,60.80,low,no,no,no,no,no,no,normal,no
V11,97.11,low,no,no,no,no,yes,no,normal,no
V03,2187.09,low,no,no,no,no,yes,no,high,no
V18,231.13,low,no,yes,no,no,no,no,normal,no
V02,159.40,low,no,no,no,yes,yes,no,normal,no
V20,1426.16,low,no,no,no,no,no,no,normal,no
V03,133.24,low,no,no,no,no,no,no,normal,no
V07,312.37,low,no,no,no,no,no,no,normal,no
V01,2742.76,low,no,no,no,yes,yes,no,high,no
V11,4923.39,high,no,yes,no,no,no,no,normal,no
V04,438.54,low,no,yes,no,no,no,no,normal,no
V03,1408.76,low,no,no,no,no,no,no,normal,no
V06,275.34,low,no,no,no,no,no,no,high,no
V07,80.80,low,no,no,yes,no,no,no,high,no
V10,3221.78,low,no,no,no,no,no,no,normal,no
V14,3409.39,low,no,no,no,no,no,no,normal,no
V07,189.05,low,no,no,no,no,no,no,low,no
V13,652.28,low,no,no,no,no,yes,no,low,no
V04,1399.95,low,no,no,no,no,no,no,normal,no
V04,1629.62,low,no,no,yes,no,yes,yes,normal,no
V18,345.99,low,no,no,no,no,no,no,normal,no
V04,68.42,low,no,no,no,no,no,no,normal,no
V08,96.54,low,no,no,no,yes,no,no,high,no
V11,1061.68,low,no,no,no,no,no,no,normal,no
V10,136.95,low,no,no,no,yes,no,no,normal,no
V03,5176.21,high,no,no,no,yes,yes,no,normal,no
V14,261.11,low,no,no,no,no,no,no,high,no
V07,185.91,low,no,no,yes,no,no,no,normal,no
V01,46.60,low,no,no,no,no,no,no,normal,no
V14,5844.94,high,no,no,yes,no,yes,no,low,no
V04,3147.90,low,no,yes,yes,no,no,no,high,no
V14,99.35,low,no,yes,no,no,no,no,high,no
V03,195.34,low,no,no,no,no,no,no,normal,no
V05,624.56,low,no,no,no,no,no,no,normal,no
V01,2814.58,low,no,no,no,no,no,no,high,no
V08,152.58,low,no,no,yes,no,yes,no,low,no
V04,274.64,low,no,no,no,yes,no,no,normal,no
V10,2897.61,low,no,yes,yes,no,no,no,normal,no
V01,4554.40,high,no,no,no,no,no,yes,normal,no
V03,147.81,low,no,no,no,no,no,yes,normal,no
V01,152.24,low,no,no,no,no,no,no,normal,no
V11,108.50,low,no,no,no,no,no,no,normal,no
V03,641.00,low,no,no,no,no,no,no,normal,no
V02,4646.42,low,no,no,no,yes,no,no,normal,no
V03,3433.87,low,no,no,no,no,no,no,normal,no
V06,375.23,low,no,no,no,no,no,no,normal,no
V03,4424.24,low,no,no,no,no,no,no,normal,no
V17,8893.26,high,no,no,no,no,no,no,normal,no
V04,261.31,low,no,no,no,no,no,no,high,no
V15,4266.18,low,no,yes,no,no,no,no,normal,no
V01,120.75,low,no,no,no,no,no,no,high,no
V09,289.77,low,yes,yes,yes,no,no,no,normal,no
V06,200.75,low,no,no,no,no,no,no,normal,no
V10,120.52,low,no,no,no,no,yes,no,normal,no
V07,248.00,low,no,no,no,no,no,no,high,no
V04,7422.21,high,no,no,no,no,no,no,normal,no
V03,11450.88,outlier,yes,yes,no,no,no,no,normal,yes
V06,851.88,low,no,no,no,no,no,no,normal,no
V05,224.52,low,no,no,no,no,yes,no,normal,no
V03,208.39,low,no,no,no,no,yes,no,normal,no
V03,403.14,low,no,no,no,no,no,no,normal,no
V01,1412.43,low,no,no,yes,no,no,no,normal,no
V10,124.83,low,no,no,no,no,no,no,low,no
V12,2549.02,low,no,no,no,no,no,no,normal,no
V02,164.79,low,no,no,no,no,no,no,normal,no
V07,1715.68,low,no,no,no,no,yes,no,normal,yes
V05,198.17,low,no,no,no,no,no,no,normal,no
V04,155.59,low,no,no,no,no,no,no,high,no
V12,204.20,low,no,no,no,no,yes,no,normal,no
V05,10463.81,outlier,no,yes,no,no,no,no,normal,no
V11,214.08,low,no,no,no,no,no,no,high,no
V11,194.92,low,no,no,no,no,yes,no,low,no
V06,226.33,low,no,no,no,no,yes,yes,normal,no
V10,236.40,low,no,no,no,no,no,no,high,no
V03,63.25,low,no,no,no,no,no,no,normal,no
V11,273.25,low,no,no,no,no,no,no,normal,no
V14,262.60,low,no,no,no,no,no,no,normal,no
V03,38290.95,outlier,no,no,no,no,no,no,normal,no
V04,271.53,low,no,no,no,no,no,no,normal,no
V12,204.90,low,no,no,no,no,no,no,normal,no
V02,1829.75,low,no,no,no,no,no,no,high,no
V05,284.93,low,no,no,no,no,yes,no,low,no
V06,3558.49,low,no,no,no,no,no,no,normal,no
V14,92.21,low,no,no,no,no,no,no,high,no
V19,118.45,low,no,no,yes,yes,yes,no,high,no
V05,214.08,low,no,no,no,no,no,no,high,no
V10,393.67,low,no,no,yes,no,no,yes,normal,no
V05,6183.77,high,no,no,no,no,no,no,normal,no
V18,3301.53,low,no,no,yes,no,yes,yes,low,yes
V12,512.55,low,no,no,no,yes,no,no,normal,no
V05,8078.07,high,no,no,no,no,no,no,high,no
V12,84.54,low,no,yes,no,no,no,no,high,no
V08,255.64,low,no,no,no,no,no,no,high,no
V03,161.56,low,no,no,no,no,no,no,normal,no
V15,6798.17,high,no,no,no,no,no,no,normal,no
V11,362.96,low,no,no,no,no,no,yes,normal,no
V04,1961.39,low,no,no,no,no,no,no,low,no
V15,102838.36,outlier,no,yes,no,no,yes,yes,normal,yes
V04,3202.54,low,no,no,no,no,no,no,high,no
V17,80.81,low,no,yes,no,no,no,no,normal,no
V06,169.36,low,no,no,no,no,no,no,high,no
V20,73.45,low,no,no,no,no,no,no,low,no
V06,135.44,low,no,yes,yes,no,no,no,low,no
V20,295.63,low,no,no,no,no,no,no,high,no
V02,86274.61,outlier,yes,no,yes,no,yes,yes,low,yes
V18,7374.34,high,no,no,no,no,yes,no,normal,no
V10,12500.00,outlier,no,no,no,no,no,no,normal,no
V02,27478.43,outlier,no,yes,no,no,no,no,normal,no
V14,1843.46,low,no,no,no,yes,yes,no,normal,no
V06,21516.53,outlier,no,no,no,yes,no,no,high,no
V13,545.51,low,no,no,no,yes,no,no,high,no
V05,4533.67,low,no,yes,yes,no,no,no,normal,no
V16,178.75,low,no,no,no,no,no,no,normal,no
V10,102.70,low,no,no,no,no,no,no,normal,no
V18,1047.14,low,no,no,no,no,no,no,low,no
V08,45.91,low,no,no,no,no,no,no,normal,no
V03,273.38,low,no,no,no,no,no,no,normal,no
V02,2587.00,low,no,yes,no,no,no,no,normal,no
V20,3533.48,low,no,no,no,no,no,no,normal,no
V06,1251.24,low,no,no,no,no,yes,no,normal,no
V06,3015.05,low,no,no,no,no,no,no,normal,no
V11,241.36,low,no,no,no,no,no,no,normal,no
V08,77.13,low,no,no,no,no,no,no,normal,no
V03,117.01,low,no,no,no,no,no,no,normal,no
V08,8509.67,high,no,no,no,no,no,no,normal,no
V19,682.55,low,no,no,no,no,no,no,normal,no
V15,1989.49,low,no,no,no,no,no,no,normal,no
V02,99.65,low,no,no,no,no,no,no,normal,no
V06,2936.66,low,no,no,no,no,no,no,normal,no
V04,140.61,low,no,no,no,no,no,no,normal,no
V01,44017.31,outlier,no,no,no,no,no,no,normal,no
V16,2961.93,low,no,no,no,yes,no,no,low,no
V07,3480.50,low,no,no,no,no,no,no,normal,no
V12,204.87,low,no,no,no,no,no,no,high,no
V03,6183.46,high,no,no,yes,no,no,no,high,no
V06,154.96,low,no,no,no,no,no,no,normal,no
V05,103.29,low,no,no,no,no,yes,no,normal,no
V01,950.00,low,no,no,yes,no,yes,yes,low,yes
V05,6893.76,high,no,no,yes,no,no,no,normal,no
V08,104.90,low,no,no,no,no,no,no,high,no
V11,2192.81,low,no,no,no,no,no,no,normal,no
V07,7196.35,high,no,yes,no,no,no,no,normal,no
V01,5502.07,high,no,no,no,no,no,yes,high,no
V07,17080.64,outlier,no,no,no,no,yes,no,high,no
V16,8957.33,outlier,no,yes,no,no,no,yes,low,yes
V12,102.70,low,no,no,no,yes,yes,no,normal,no
V03,256.71,low,no,no,no,no,no,no,normal,no
V03,294.05,low,no,no,no,no,no,no,normal,no
V06,301.60,low,yes,no,no,no,no,no,normal,no
V03,225.35,low,no,no,no,no,no,no,normal,no
V01,10673.73,outlier,yes,no,no,no,no,no,normal,no
V10,3005.15,low,no,no,yes,no,no,yes,low,yes
V01,2240.95,low,no,no,no,no,no,no,normal,no
V10,136.18,low,no,no,no,yes,no,no,normal,no
V01,2496.11,low,no,no,no,no,no,no,high,no
V01,299.47,low,no,no,no,no,no,no,normal,no
V07,202.59,low,no,no,no,no,no,no,normal,no
V14,192.65,low,no,no,no,no,no,no,high,no
V02,158.23,low,no,no,no,no,no,no,normal,no
V08,6055.34,high,no,no,no,no,no,no,low,no
V06,253.19,low,no,no,no,no,no,no,normal,no
V02,11093.70,outlier,no,no,no,no,no,no,low,no
V06,238.10,low,no,no,no,no,no,no,normal,no
V05,3892.26,low,no,no,no,no,no,no,normal,no
V15,3714.71,low,no,yes,no,no,no,no,low,yes
V02,276.62,low,no,no,no,no,no,no,normal,no
V01,170.52,low,no,no,no,no,no,no,low,no
V05,13528.92,outlier,no,no,yes,no,no,no,normal,no
V01,73.89,low,no,no,no,no,no,no,normal,no
V02,530.52,low,no,no,yes,no,yes,yes,normal,no
V06,99.87,low,no,no,no,yes,no,no,high,no
V01,6519.69,high,no,no,no,no,no,no,normal,no
V10,10411.21,outlier,no,no,no,no,no,no,normal,no
V15,222.14,low,no,no,no,no,no,no,normal,no
V07,103.69,low,no,no,no,no,yes,no,normal,no
V07,4373.72,low,no,no,no,no,no,no,high,no
V18,367.17,low,no,yes,no,no,no,no,normal,no
V04,6236.02,high,no,no,no,no,yes,no,normal,no
V03,57.15,low,no,no,no,no,no,no,normal,no
V03,1870.50,low,no,no,no,yes,no,no,normal,no
V05,1468.47,low,no,no,no,no,no,no,normal,no
V07,217.70,low,no,no,no,no,no,no,normal,no
V05,475.28,low,no,no,no,yes,no,no,normal,no
V02,751.77,low,no,no,no,no,no,no,normal,no
V08,4268.34,low,no,yes,yes,no,yes,no,normal,no
V05,4223.77,low,no,no,no,no,no,no,normal,no
V09,3508.19,low,no,no,no,no,no,no,normal,no
V03,1316.45,low,no,no,no,no,no,no,high,no
V08,2075.63,low,no,no,no,no,no,no,high,no
V09,175.67,low,no,no,no,no,no,no,normal,no
V08,12629.63,outlier,no,no,no,no,no,yes,normal,yes
V03,8000.00,high,no,no,no,no,no,no,normal,no
V04,70.75,low,no,no,yes,no,yes,no,low,no
V12,170.16,low,no,no,no,no,no,no,normal,no
V03,4126.78,low,no,yes,yes,no,no,no,normal,no
V02,5856.64,high,no,no,no,no,no,no,high,no
V04,6075.43,high,no,no,no,no,yes,no,normal,no
V05,2630.13,low,no,no,no,no,no,no,low,no
V09,70.08,low,no,no,no,no,no,no,normal,no
V03,49.99,low,no,no,no,no,no,no,normal,no
V12,130.35,low,no,no,no,no,no,no,normal,no
V04,4386.92,low,no,no,no,no,no,no,normal,no
V17,205.67,low,no,no,no,no,no,no,high,no
V04,1968.70,low,no,no,no,no,no,no,normal,no
V11,292.72,low,no,no,no,yes,no,no,normal,no
V08,179.06,low,no,no,no,no,yes,no,low,no
V04,7289.92,high,no,no,no,no,no,no,normal,no
V01,2859.68,low,no,no,no,no,no,no,normal,no
V03,160.11,low,no,no,no,no,no,no,high,no
V14,47.15,low,no,no,no,no,no,no,normal,no
V12,1362.62,low,no,no,no,no,no,yes,high,no
V04,30969.73,outlier,yes,no,no,no,yes,no,low,yes
V02,341.88,low,no,no,no,no,yes,no,normal,no
V02,3504.85,low,no,no,no,no,no,yes,normal,no
V04,5605.66,high,no,no,no,yes,yes,yes,normal,no
V08,326.50,low,no,no,no,no,no,no,normal,no
V06,750.66,low,no,no,no,no,no,no,normal,no
V11,229.55,low,no,no,no,no,no,no,normal,no
V01,2197.86,low,no,no,no,yes,no,no,normal,no
V07,3678.01,low,no,no,no,yes,no,no,normal,no
V02,2636.31,low,no,no,no,no,no,no,normal,no
V02,2273.78,low,no,no,no,no,no,no,high,no
V17,600.36,low,no,no,no,no,no,no,normal,no
V07,163.50,low,no,no,no,no,no,no,normal,no
V03,176.14,low,no,no,no,no,no,no,normal,no
V04,138.95,low,no,no,no,no,no,no,normal,no
V09,4558.09,high,yes,no,no,no,no,yes,normal,no
V14,71704.23,outlier,no,no,no,yes,no,no,normal,no
V07,157.81,low,no,no,no,no,no,no,high,no
V12,92.07,low,no,no,no,no,no,no,low,no
V01,113.67,low,no,no,no,no,no,no,normal,no
V08,122.68,low,no,no,no,no,no,no,normal,no
V01,83.97,low,no,no,no,yes,no,no,high,no
V08,468.03,low,no,no,no,yes,no,no,high,no
V05,4429.60,low,no,no,no,no,yes,no,low,no
V05,207.86,low,no,no,no,no,no,no,normal,no
V14,4653.18,low,no,yes,yes,no,yes,no,low,no
V14,1340.43,low,no,no,no,no,no,no,normal,no
V16,366.35,low,no,no,no,no,no,no,normal,no
V02,3701.02,low,no,no,no,no,no,no,high,no
V04,3082.79,low,no,no,no,no,no,no,normal,no
V04,9823.56,outlier,no,no,no,no,no,no,high,no
V04,312.80,low,no,no,no,yes,no,no,high,no
V05,539.77,low,no,no,no,yes,yes,no,low,no
V08,150.85,low,no,no,no,no,no,no,normal,no
V03,3982.80,low,no,no,no,no,no,yes,normal,no
V15,466.39,low,no,no,no,no,no,no,normal,no
V01,4927.77,high,no,no,no,no,no,no,normal,no
V03,2875.30,low,no,no,no,no,no,no,normal,no
V18,199.52,low,no,no,no,no,no,no,normal,no
V01,58.86,low,no,no,no,no,no,no,normal,no
V01,159.95,low,no,no,no,no,no,no,normal,no
V11,25370.53,outlier,no,no,yes,no,yes,no,low,yes
V18,183.86,low,no,no,no,no,no,no,normal,no
V02,39.04,low,no,no,no,no,no,no,low,no
V05,66.50,low,no,no,no,no,no,no,low,no
V02,454.50,low,yes,no,no,no,no,no,normal,no
V11,387.37,low,no,no,no,no,no,no,normal,no
V06,444.72,low,no,no,no,no,no,no,normal,no
V08,425.02,low,no,no,yes,yes,yes,no,normal,no
V06,293.89,low,no,no,no,no,yes,no,normal,no
V06,55.45,low,no,no,no,no,no,no,normal,no
V06,146.57,low,no,no,no,no,no,no,normal,no
V19,161.16,low,no,no,yes,no,no,no,low,no
V16,252.92,low,no,no,no,no,no,no,normal,no
V07,63.71,low,no,no,no,no,no,no,high,no
V10,60.47,low,no,no,yes,no,no,no,high,no
V01,104.56,low,no,no,yes,no,yes,no,normal,no
V10,255.14,low,no,yes,yes,no,no,no,low,yes
V09,638.61,low,no,no,no,no,yes,no,normal,no
V04,1843.98,low,no,no,no,no,no,no,normal,no
V04,243.98,low,no,no,no,no,no,no,normal,no
V06,2129.00,low,no,no,no,no,no,no,normal,no
V10,4717.30,low,no,no,no,yes,yes,no,low,yes
V04,245.09,low,no,no,no,no,no,no,normal,no
V12,6554.76,high,no,no,no,no,no,no,normal,no
V02,187.92,low,no,no,no,no,no,no,high,no
V02,465.95,low,no,no,no,no,no,no,normal,no
V09,9152.86,outlier,no,no,no,no,no,no,normal,yes
V12,110.75,low,no,no,no,no,no,no,normal,no
V03,79.09,low,no,no,no,no,no,no,normal,no
V02,6318.86,high,no,no,no,no,no,no,high,no
V07,287.75,low,no,no,no,no,no,no,normal,no
V12,170.59,low,no,no,no,no,no,yes,high,no
V02,199.45,low,no,no,no,no,yes,no,normal,no
V10,3200.17,low,no,no,no,no,no,no,normal,no
V02,2809.66,low,no,no,no,no,no,no,normal,no
V11,52.38,low,no,no,no,no,no,no,high,no
V04,3551.90,low,no,no,no,no,no,no,normal,no
V02,5508.64,high,no,no,no,no,no,no,normal,no
V07,439.77,low,no,no,no,no,no,no,high,no
V07,4999.00,high,no,yes,no,no,yes,no,low,yes
V12,2917.03,low,no,no,no,no,no,no,normal,no
V02,31.79,low,no,no,no,no,no,no,normal,no
V10,168.64,low,no,no,no,no,no,no,high,no
V06,261.68,low,no,no,yes,no,no,no,normal,no
V07,308.82,low,no,no,no,no,no,no,high,no
V04,67.81,low,no,no,no,no,no,no,normal,no
V05,168.89,low,no,no,no,no,no,no,normal,no
V06,170.83,low,no,no,no,no,yes,no,low,no
V07,200.16,low,no,no,no,no,no,no,normal,no
V15,149.10,low,no,no,no,no,no,no,high,no
V02,2869.83,low,no,no,no,no,no,no,low,no
V01,133.75,low,no,no,no,no,no,no,normal,no
V17,131.48,low,no,no,no,no,no,no,normal,no
V14,2550.86,low,no,no,no,no,no,no,low,no
V18,660.14,low,no,no,no,yes,yes,no,normal,no
V02,335.46,low,yes,no,no,no,yes,no,normal,no
V08,3039.03,low,no,no,yes,no,no,no,low,no
